id,name,abbreviation,url,notes,parent_office_id,no_parent,reporting_authority_type,cfo_act_agency
49496,National Economic Council,,http://www.whitehouse.gov/nec/index.html,,,TRUE,executive,FALSE
49502,National Gallery of Art,,http://www.nga.gov/,,,TRUE,independent,FALSE
49504,National Geospatial-Intelligence Agency,,http://www.nga.mil/,,49229,FALSE,executive,FALSE
49506,National Guard,,http://www.arng.army.mil/,,,TRUE,independent,FALSE
49512,National Indian Gaming Commission,,http://www.nigc.gov/,,,TRUE,independent,FALSE
49515,National Institute of Justice,,http://www.ojp.usdoj.gov/nij/welcome.html,,49434,FALSE,executive,FALSE
49517,National Institute of Standards and Technology,NIST,http://www.nist.gov/,,52668,FALSE,executive,FALSE
49520,National Interagency Fire Center,,http://www.nifc.gov/,,,TRUE,independent,FALSE
49522,National Laboratories,Energy Department,http://www.energy.gov/organization/labs-techcenters.htm,,49019,FALSE,executive,FALSE
49523,National Labor Relations Board,,http://www.nlrb.gov/,,,TRUE,independent,FALSE
49524,National Marine Fisheries Service,,http://www.nmfs.noaa.gov/,,49530,FALSE,executive,FALSE
49526,National Mediation Board,,http://www.nmb.gov/,,,TRUE,independent,FALSE
49528,National Nuclear Security Administration,,http://www.nnsa.doe.gov/,,49019,FALSE,executive,FALSE
49530,National Oceanic and Atmospheric Administration,NOAA,http://www.noaa.gov/,,52668,FALSE,executive,FALSE
49533,National Ocean Service,,http://oceanservice.noaa.gov,,49530,FALSE,executive,FALSE
49536,National Park Foundation,,http://www.nationalparks.org/,,,TRUE,independent,FALSE
49539,National Park Service,,http://www.nps.gov/,,49033,FALSE,executive,FALSE
49542,National Reconnaissance Office,,http://www.nro.gov/,,,TRUE,independent,FALSE
49546,National Security Agency,NSA,http://www.nsa.gov/,,49229,FALSE,executive,FALSE
49548,National Security Council,,http://www.whitehouse.gov/nsc/index.html,,,TRUE,executive,FALSE
49549,National Technical Information Service,,http://www.ntis.gov/,,52668,FALSE,executive,FALSE
49551,National Telecommunications and Information Administration,,http://www.ntia.doc.gov/,,52668,FALSE,executive,FALSE
49555,National War College,,http://www.ndu.edu/nwc/index.htm,,49492,FALSE,executive,FALSE
49557,National Weather Service,NOAA,http://www.nws.noaa.gov/,,49530,FALSE,executive,FALSE
49560,Natural Resources Conservation Service,,http://www.nrcs.usda.gov/wps/portal/nrcs/home,,49015,FALSE,executive,FALSE
49561,Navy,,http://www.navy.mil/,,49229,FALSE,executive,FALSE
49565,Northern Command,,http://www.northcom.mil/,,49726,FALSE,executive,FALSE
49567,Northwest Power and Conservation Council,,http://www.nwcouncil.org/,,,TRUE,independent,FALSE
49569,"Nuclear Energy, Science and Technology",,http://www.ne.doe.gov/,,49019,FALSE,executive,FALSE
49571,Nuclear Waste Technical Review Board,,http://www.nwtrb.gov/,,,TRUE,independent,FALSE
49573,Oak Ridge National Laboratory,,http://www.oro.doe.gov/,,49522,FALSE,executive,FALSE
49577,Occupational Safety and Health Review Commission,,http://www.oshrc.gov/index.html,,,TRUE,independent,FALSE
49579,Office of Compliance,,http://www.compliance.gov,,49664,FALSE,independent,FALSE
49584,Office of Management and Budget,OMB,http://www.whitehouse.gov/omb/,,,TRUE,executive,FALSE
49586,Office of National Drug Control Policy,ONDCP,http://www.whitehouse.gov/ondcp,,,TRUE,executive,FALSE
49588,Office of Refugee Resettlement,,http://www.acf.hhs.gov/programs/orr/,,47994,FALSE,executive,FALSE
49590,Office of Science and Technology Policy,,http://www.ostp.gov/,,,TRUE,executive,FALSE
49592,Office of Scientific and Technical Information,,http://www.osti.gov/,,49658,FALSE,executive,FALSE
49593,Office of Special Counsel,,http://www.osc.gov/,,,TRUE,independent,FALSE
49595,Office of the Director of National Intelligence,,http://www.dni.gov,,,TRUE,independent,FALSE
49597,Open World Leadership Center,,http://www.openworld.gov,,49664,FALSE,independent,FALSE
49601,Pacific Command,,http://www.pacom.mil/,,49726,FALSE,executive,FALSE
49604,Office of the Pardon Attorney,,http://www.usdoj.gov/pardon/index.html,,52686,FALSE,executive,FALSE
49606,Parole Commission,Justice Department,http://www.usdoj.gov/uspc/,,52686,FALSE,executive,FALSE
49614,Pentagon Force Protection Agency,,http://www.pfpa.mil/,,49229,FALSE,executive,FALSE
49616,Pipeline and Hazardous Materials Safety Administration,,http://www.phmsa.dot.gov/,,49035,FALSE,executive,FALSE
49618,Policy Development and Research,HUD,http://www.huduser.org,,49023,FALSE,executive,FALSE
49620,Political Affairs,State Department,http://www.state.gov/p/,,,TRUE,independent,FALSE
49621,Postal Regulatory Commission,,http://www.prc.gov,,,TRUE,independent,FALSE
49624,Power Administrations,,http://www.energy.gov/organization/powermarketingadmin.htm,,49019,FALSE,executive,FALSE
49625,Presidio Trust,,http://www.presidio.gov,,,TRUE,independent,FALSE
49627,Prisoner of War/Missing Personnel Office,,http://www.dtic.mil/dpmo/,,49229,FALSE,executive,FALSE
49629,Public and Indian Housing,,http://www.hud.gov/offices/pih/index.cfm,,49023,FALSE,executive,FALSE
49632,Public Diplomacy and Public Affairs,State Department,http://www.state.gov/r/,,,TRUE,independent,FALSE
49635,Radio Free Asia,RFA,http://www.rfa.org/,,49109,FALSE,independent,FALSE
49637,Radio Free Europe/Radio Liberty,RFE/RL,http://www.rferl.org/,,49109,FALSE,independent,FALSE
49642,Regulatory Information Service Center,,http://www.reginfo.gov/,,49584,FALSE,executive,FALSE
49644,Rehabilitation Services Administration,Education Department,http://www.ed.gov/about/offices/list/osers/rsa/index.html?exp=0,,48121,FALSE,executive,FALSE
49647,Research and Innovative Technology Administration,,http://www.rita.dot.gov/,,49035,FALSE,executive,FALSE
49649,Risk Management Agency,Agriculture Department,http://www.rma.usda.gov/,,49015,FALSE,executive,FALSE
49650,Rural Business and Cooperative Programs,,http://www.rurdev.usda.gov/LP_Subject_BusinessAndCooperativeAssistance.html,,49653,FALSE,executive,FALSE
49653,Rural Development,,http://www.rurdev.usda.gov/,,49015,FALSE,executive,FALSE
49654,Rural Housing Service,,http://www.rurdev.usda.gov/LP_Subject_HousingAndCommunityAssistance.html,,49653,FALSE,executive,FALSE
49655,Rural Utilities Service,,http://www.rurdev.usda.gov/Utilities_Assistance.html,,49653,FALSE,executive,FALSE
49656,Saint Lawrence Seaway Development Corporation,,http://www.seaway.dot.gov/,,49035,FALSE,executive,FALSE
49658,Science Office,Energy Department,http://science.energy.gov/,,49019,FALSE,executive,FALSE
49660,Secret Service,,http://www.secretservice.gov/index.shtml,,49022,FALSE,executive,FALSE
49664,U.S. Senate,,http://www.senate.gov/,,,TRUE,independent,FALSE
49668,Smithsonian Institution,,http://www.si.edu/,,,TRUE,independent,FALSE
49670,Social Security Advisory Board,,http://www.ssab.gov/,,,TRUE,independent,FALSE
49672,Southeastern Power Administration,,http://199.44.84.82/,,49624,FALSE,executive,FALSE
49674,Southern Command,,http://www.southcom.mil/Pages/Default.aspx,,49726,FALSE,executive,FALSE
49676,Southwestern Power Administration,,http://www.swpa.gov/,,49624,FALSE,executive,FALSE
49678,Special Forces Operations Command,,http://www.socom.mil/,,49726,FALSE,executive,FALSE
49681,State Justice Institute,,http://www.sji.gov/about.php,,,TRUE,independent,FALSE
49684,Stennis Center for Public Service,,http://www.stennis.gov/,,49664,FALSE,independent,FALSE
49685,Strategic Command,,http://www.stratcom.mil/,,49726,FALSE,executive,FALSE
49687,Substance Abuse and Mental Health Services Administration,,http://www.samhsa.gov/,,49021,FALSE,executive,FALSE
49688,Supreme Court of the United States,,http://www.supremecourtus.gov/,,,TRUE,independent,FALSE
49690,"Surface Mining, Reclamation and Enforcement",,http://www.osmre.gov/,,49033,FALSE,executive,FALSE
49691,Surface Transportation Board,,http://www.stb.dot.gov/,,49035,FALSE,executive,FALSE
49692,Susquehanna River Basin Commission,,http://www.srbc.net/,,,TRUE,independent,FALSE
49694,Tax Court,,http://www.ustaxcourt.gov/,,,TRUE,independent,FALSE
49696,Taxpayer Advocacy Panel,,http://www.improveirs.org,,49034,FALSE,executive,FALSE
49699,Transportation Command,,http://www.transcom.mil,,49726,FALSE,executive,FALSE
49706,TRICARE Management,,http://www.tricare.mil/,,49229,FALSE,executive,FALSE
49709,U.S. Capitol Visitor Center,,http://www.visitthecapitol.gov,,49088,FALSE,independent,FALSE
49711,U.S. Immigration and Customs Enforcement,,http://www.ice.gov/,,49022,FALSE,executive,FALSE
49712,U.S. International Trade Commission,,http://www.usitc.gov/,,,TRUE,independent,FALSE
49713,"U.S. Military Academy, West Point",,http://www.usma.edu/,,49229,FALSE,executive,FALSE
49715,U.S. Mission to the United Nations,,http://www.usunnewyork.usmission.gov/,,49030,FALSE,executive,FALSE
49717,U.S. National Central Bureau - Interpol,Justice Department,http://www.usdoj.gov/usncb/,,52686,FALSE,executive,FALSE
49719,U.S. Sentencing Commission,,http://www.ussc.gov/,,,TRUE,independent,FALSE
49721,U.S. Trade and Development Agency,,http://www.ustda.gov/,,,TRUE,independent,FALSE
49724,U.S. Trade Representative,,http://www.ustr.gov/,,,TRUE,executive,FALSE
49726,Unified Combatant Commands,Defense Department,http://www.defenselink.mil/specials/unifiedcommand/,,49229,FALSE,executive,FALSE
49727,Uniformed Services University of the Health Sciences,,http://www.usuhs.mil/,,49229,FALSE,executive,FALSE
49730,Veterans' Employment and Training Service,,http://www.dol.gov/vets/,,49028,FALSE,executive,FALSE
49732,Vietnam Education Foundation,,http://www.vef.gov,,,TRUE,independent,FALSE
49736,Veterans Day National Committee,,http://www1.va.gov/opa/vetsday/vdnc.asp,,48027,FALSE,executive,FALSE
49737,Washington Headquarters Services,,http://www.whs.mil/,,49229,FALSE,executive,FALSE
49740,Western Area Power Administration,,http://ww2.wapa.gov/sites/western/Pages/default.aspx,,49624,FALSE,executive,FALSE
49743,White House,,http://www.whitehouse.gov/,,,TRUE,independent,FALSE
49744,White House Commission on Presidential Scholars,,http://www.ed.gov/programs/psp/commission.html?exp=0,,49018,FALSE,executive,FALSE
49747,White House Office of Administration,,http://www.whitehouse.gov/oa/index.html,,,TRUE,executive,FALSE
49748,Women's Bureau,Labor Department,http://www.dol.gov/wb/,,49028,FALSE,executive,FALSE
49749,Woodrow Wilson International Center for Scholars,,http://www.wilsoncenter.org,,,TRUE,independent,FALSE
52580,Advisory Council on Historic Preservation,,http://www.achp.gov/,,,TRUE,independent,FALSE
52581,African Development Foundation,,http://www.adf.gov,,,TRUE,independent,FALSE
52583,U.S. Agency for International Development,USAID,http://www.usaid.gov/,,,TRUE,independent,TRUE
52584,American Battle Monuments Commission,,http://www.abmc.gov/,,,TRUE,independent,FALSE
52586,AmeriCorps,,http://www.americorps.gov/,,52593,FALSE,independent,FALSE
52588,Appalachian Regional Commission,,http://www.arc.gov/,,,TRUE,independent,FALSE
52590,Central Intelligence Agency,CIA,http://www.cia.gov/,,,TRUE,independent,FALSE
52591,Chemical Safety and Hazard Investigation Board,,http://www.csb.gov,,,TRUE,independent,FALSE
52592,U.S. Commission of Fine Arts,,http://www.cfa.gov/,,,TRUE,independent,FALSE
52593,Corporation for National and Community Service,,http://www.nationalservice.gov/,,,TRUE,independent,FALSE
52595,Defense Finance and Accounting Services,DFAS,http://www.dfas.mil/,,49229,FALSE,executive,FALSE
52599,Defense Logistics Agency,DLA,http://www.dla.mil,,49229,FALSE,executive,FALSE
52601,Defense Nuclear Facilities Safety Board,,http://www.dnfsb.gov/,,,TRUE,independent,FALSE
52603,Export-Import Bank of the United States,,http://www.exim.gov/index.cfm,,,TRUE,independent,FALSE
52605,Farm Credit Administration,,http://www.fca.gov/,,,TRUE,independent,FALSE
52607,Federal Election Commission,,http://www.fec.gov/,,,TRUE,independent,FALSE
52608,Federal Energy Regulatory Commission,,http://www.ferc.gov/,,49019,FALSE,executive,FALSE
52610,Federal Home Loan Mortgage Corporation,Freddie Mac,http://www.freddiemac.com,,52611,FALSE,independent,FALSE
52611,Federal Housing Finance Agency,,http://www.fhfa.gov,,,TRUE,independent,FALSE
52613,Federal Labor Relations Authority,,http://www.flra.gov,,,TRUE,independent,FALSE
52615,Federal Maritime Commission,,http://www.fmc.gov/,,,TRUE,independent,FALSE
52617,Federal Mine Safety and Health Review Commission,,http://www.fmshrc.gov/,,,TRUE,independent,FALSE
52619,Federal National Mortgage Association,Fannie Mae,http://www.fanniemae.com/kb/index?page=home,,,TRUE,independent,FALSE
52626,Institute of Museum and Library Services,,http://www.imls.gov/,,,TRUE,independent,FALSE
52628,Library of Congress,,http://www.loc.gov/,,49664,FALSE,independent,FALSE
52629,Medicare Payment Advisory Commission,,http://www.medpac.gov/,,,TRUE,independent,FALSE
52630,Merit Systems Protection Board,,http://www.mspb.gov/,,,TRUE,independent,FALSE
52633,National Capital Planning Commission,,http://www.ncpc.gov/,,,TRUE,independent,FALSE
52634,National Endowment for the Arts,,http://www.arts.gov/,,,TRUE,independent,FALSE
52636,National Endowment for the Humanities,,http://www.neh.gov,,,TRUE,independent,FALSE
52640,National Science Foundation,,http://www.nsf.gov/,,,TRUE,independent,TRUE
52641,National Transportation Safety Board,,http://www.ntsb.gov/,,,TRUE,independent,FALSE
52645,Nuclear Regulatory Commission,,http://www.nrc.gov/,,,TRUE,independent,TRUE
52646,Office of Government Ethics,,http://www.oge.gov/,,,TRUE,independent,FALSE
52647,Inspectors General,,http://www.ignet.gov/igs/homepage1.html,,,TRUE,independent,FALSE
52651,Overseas Private Investment Corporation,,http://www.opic.gov/,,,TRUE,independent,FALSE
52652,Peace Corps,,http://www.peacecorps.gov/about/,,,TRUE,independent,FALSE
52654,President's Council on Physical Fitness and Sports,,http://www.fitness.gov/,,,TRUE,independent,FALSE
52655,Public Records/Disclosure Office,,http://www.fec.gov/pubrec/publicrecordsoffice.shtml,,,TRUE,independent,FALSE
52657,Railroad Retirement Board,RRB,http://www.rrb.gov/default.asp,,,TRUE,independent,FALSE
52658,Selective Service System,SSS,http://www.sss.gov/,,,TRUE,independent,FALSE
52660,Tennessee Valley Authority,,http://www.tva.gov/,,,TRUE,independent,FALSE
52663,U.S. Access Board,,http://www.access-board.gov/,,,TRUE,independent,FALSE
52666,U.S. Election Assistance Commission,EAC,http://www.eac.gov/,,,TRUE,independent,FALSE
52668,Department of Commerce,DOC,http://www.commerce.gov/,,,TRUE,executive,TRUE
52676,Education Resources Information Center,ERIC,http://www.eric.ed.gov/,,49395,FALSE,executive,FALSE
52678,Center for Food Safety and Applied Nutrition,,http://www.fda.gov/AboutFDA/CentersOffices/OfficeofFoods/CFSAN/default.htm,,48058,FALSE,executive,FALSE
52681,National Institute of Occupational Safety and Health,,,,,TRUE,independent,FALSE
52682,Antitrust Division,,http://www.justice.gov/atr/index.html,,52686,FALSE,executive,FALSE
52683,Bureau of Justice Statistics,,http://bjs.ojp.usdoj.gov/,,49434,FALSE,executive,FALSE
52686,Department of Justice,DOJ,http://www.usdoj.gov/,,,TRUE,executive,TRUE
52688,Drug Enforcement Administration,,http://www.justice.gov/dea/,,52686,FALSE,executive,FALSE
52691,Office of Juvenile Justice and Delinquency Prevention,,http://www.ojjdp.gov/index.html,,49434,FALSE,executive,FALSE
52693,Employment and Training Administration,,http://www.doleta.gov/,,49028,FALSE,executive,FALSE
52696,Bureau of Engraving and Printing,,http://www.bep.treas.gov/home.html,,49034,FALSE,executive,FALSE
55826,AIDsinfo,,,,,TRUE,independent,FALSE
55835,Americans with Disabilities Act Information Line,,http://www.ada.gov,,,TRUE,independent,FALSE
55847,Federal Citizen Information Center,FCIC,,,,TRUE,independent,FALSE
55853,HIV/AIDS Prevention,,,,,TRUE,independent,FALSE
55854,Indoor Environments Division,,,,,TRUE,independent,FALSE
55875,National Cancer Institute,NCI,,,,TRUE,independent,FALSE
55887,"Office for Civil Rights, Department of Health and Human Services",,http://www.hhs.gov/ocr,,,TRUE,independent,FALSE
55890,Office of Manufactured Housing Programs,,,,,TRUE,independent,FALSE
55892,Office of RESPA and Interstate Land Sales,,,,49023,FALSE,executive,FALSE
55896,Seafood Inspection Program,,,,,TRUE,independent,FALSE
55897,U.S. Citizenship and Immigration Services,,http://www.uscis.gov/portal/site/uscis,,49022,FALSE,executive,FALSE
55927,U.S. Customs and Border Protection,,http://www.cbp.gov/,,49022,FALSE,executive,FALSE
55928,Weights and Measures Division,WMD,,,,TRUE,independent,FALSE
61787,Medicaid and CHIP Payment and Access Commission,,http://www.macpac.gov,,,TRUE,independent,FALSE
68880,Federal Voting Assistance Program,,http://www.fvap.gov/,,,TRUE,independent,FALSE
72714,U.S. Capitol Police,,http://www.house.gov/content/learn/partners/capitol_police.php,,49664,FALSE,independent,FALSE
72913,Farm Credit System Insurance Corporation,,http://www.fcsic.gov/index.html,,,TRUE,independent,FALSE
